App,Category,Rating,Reviews,Size,Installs,Type,Price,Content_Rating,Genres,Last Updated,Current Ver,Android Ver,id
Wattpad 📖 Free Books,BOOKS_AND_REFERENCE,4.6,2915189,Varies with device,"100,000,000+",Free,0,Teen,Books & Reference,01-Aug-18,Varies with device,Varies with device,1215
Tumblr,SOCIAL,3.1,2953886,Varies with device,"100,000,000+",Free,0,Mature,Social,01-Aug-18,Varies with device,Varies with device,1216
Tumblr,SOCIAL,3.6,2955325,Varies with device,"100,000,000+",Free,0,Mature,Social,01-Aug-18,Varies with device,Varies with device,1217
Tumblr,SOCIAL,3.8,2955326,Varies with device,"100,000,000+",Free,0,Mature,Social,01-Aug-18,Varies with device,Varies with device,1218
Adobe Acrobat Reader,PRODUCTIVITY,4.3,3014548,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,17-Apr-18,Varies with device,Varies with device,1219
Adobe Acrobat Reader,PRODUCTIVITY,4.3,3016297,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,17-Apr-18,Varies with device,Varies with device,1220
Adobe Acrobat Reader,PRODUCTIVITY,4.3,3016305,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,17-Apr-18,Varies with device,Varies with device,1221
MORTAL KOMBAT X,GAME,3.7,3039889,18M,"10,000,000+",Free,0,Mature,Action,27-Jun-18,1.18.2,4.0 and up,1222
Lords Mobile: Battle of the Empires - Strategy RPG,GAME,3.8,3057481,14M,"50,000,000+",Free,0,Teen,Strategy,26-Jul-18,1.76,2.3 and up,1223
Vector,GAME,3.8,3058687,89M,"100,000,000+",Free,0,Ten_Plus,Arcade,18-Jul-16,1.2.0,4.0 and up,1224
Parallel Space - Multiple accounts & Two face,PERSONALIZATION,4.6,3062845,7.4M,"100,000,000+",Free,0,Everyone,Personalization,03-Aug-18,4.0.8552,4.0.3 and up,1225
War Robots,GAME,4.6,3073251,33M,"50,000,000+",Free,0,Ten_Plus,Action,25-Jul-18,4.1.1,4.1 and up,1226
Firefox Browser fast & private,COMMUNICATION,3.1,3075028,Varies with device,"100,000,000+",Free,0,Everyone,Communication,10-Jul-18,Varies with device,Varies with device,1227
Firefox Browser fast & private,COMMUNICATION,3.3,3075096,Varies with device,"100,000,000+",Free,0,Everyone,Communication,10-Jul-18,Varies with device,Varies with device,1228
Firefox Browser fast & private,COMMUNICATION,3.5,3075118,Varies with device,"100,000,000+",Free,0,Everyone,Communication,10-Jul-18,Varies with device,Varies with device,1229
CM Locker - Security Lockscreen,TOOLS,4.6,3090680,Varies with device,"100,000,000+",Free,0,Everyone,Tools,31-Jul-18,Varies with device,Varies with device,1230
CM Locker - Security Lockscreen,TOOLS,4.6,3090727,Varies with device,"100,000,000+",Free,0,Everyone,Tools,31-Jul-18,Varies with device,Varies with device,1231
Homescapes,GAME,4.6,3093358,Varies with device,"10,000,000+",Free,0,Everyone,Casual,13-Jul-18,1.8.0.900,4.0.3 and up,1232
Homescapes,GAME,4.6,3093932,Varies with device,"10,000,000+",Free,0,Everyone,Casual,13-Jul-18,1.8.0.900,4.0.3 and up,1233
Telegram,COMMUNICATION,3.2,3128250,Varies with device,"100,000,000+",Free,0,Mature,Communication,27-Jul-18,Varies with device,Varies with device,1234
Telegram,COMMUNICATION,3.8,3128509,Varies with device,"100,000,000+",Free,0,Mature,Communication,27-Jul-18,Varies with device,Varies with device,1235
Telegram,COMMUNICATION,3.2,3128611,Varies with device,"100,000,000+",Free,0,Mature,Communication,27-Jul-18,Varies with device,Varies with device,1236
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,3.4,3156484,53M,"100,000,000+",Free,0,Everyone,Photography,31-Jul-18,6.9.031,4.1 and up,1237
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,3.9,3157936,53M,"100,000,000+",Free,0,Everyone,Photography,31-Jul-18,6.9.031,4.1 and up,1238
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,3.2,3158047,53M,"100,000,000+",Free,0,Everyone,Photography,31-Jul-18,6.9.031,4.1 and up,1239
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,3.3,3158151,53M,"100,000,000+",Free,0,Everyone,Photography,31-Jul-18,6.9.031,4.1 and up,1240
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,3.2,3158151,53M,"100,000,000+",Free,0,Everyone,Photography,31-Jul-18,6.9.031,4.1 and up,1241
Cooking Fever,GAME,3.3,3197865,82M,"100,000,000+",Free,0,Everyone,Arcade,12-Jul-18,2.8.0,4.0.3 and up,1242
Cooking Fever,GAME,4,3198176,82M,"100,000,000+",Free,0,Everyone,Arcade,12-Jul-18,2.8.0,4.0.3 and up,1243
Talking Tom Cat 2,FAMILY,4.3,3213548,55M,"100,000,000+",Free,0,Ten_Plus,Entertainment,25-Jul-18,5.3.5.16,4.1 and up,1244
Microsoft Outlook,PRODUCTIVITY,4.3,3249518,50M,"100,000,000+",Free,0,Everyone,Productivity,02-Aug-18,2.2.194,4.4 and up,1245
Microsoft Outlook,PRODUCTIVITY,4.3,3252896,50M,"100,000,000+",Free,0,Everyone,Productivity,02-Aug-18,2.2.194,4.4 and up,1246
"Hola Launcher- Theme,Wallpaper",PERSONALIZATION,3.4,3277209,7.6M,"100,000,000+",Free,0,Everyone,Personalization,09-May-18,3.2.5,4.0 and up,1247
YouCam Makeup - Magic Selfie Makeovers,PHOTOGRAPHY,4.6,3337952,Varies with device,"100,000,000+",Free,0,Everyone,Photography,06-Aug-18,Varies with device,Varies with device,1248
YouCam Makeup - Magic Selfie Makeovers,PHOTOGRAPHY,4.6,3337956,Varies with device,"100,000,000+",Free,0,Everyone,Photography,06-Aug-18,Varies with device,Varies with device,1249
Need for Speed™ No Limits,GAME,3.9,3344300,22M,"50,000,000+",Free,0,Ten_Plus,Racing,24-Jul-18,2.12.1,4.1 and up,1250
"Candy Camera - selfie, beauty camera, photo editor",PHOTOGRAPHY,3.1,3368646,Varies with device,"100,000,000+",Free,0,Everyone,Photography,16-Jul-18,4.47,4.0.3 and up,1251
"Candy Camera - selfie, beauty camera, photo editor",PHOTOGRAPHY,3.3,3368649,Varies with device,"100,000,000+",Free,0,Everyone,Photography,16-Jul-18,4.47,4.0.3 and up,1252
"Candy Camera - selfie, beauty camera, photo editor",PHOTOGRAPHY,3.9,3368705,Varies with device,"100,000,000+",Free,0,Everyone,Photography,16-Jul-18,4.47,4.0.3 and up,1253
Hangouts,COMMUNICATION,4,3419249,Varies with device,"1,000,000,000+",Free,0,Everyone,Communication,21-Jul-18,Varies with device,Varies with device,1254
Hangouts,COMMUNICATION,4,3419433,Varies with device,"1,000,000,000+",Free,0,Everyone,Communication,21-Jul-18,Varies with device,Varies with device,1255
Hangouts,COMMUNICATION,4,3419464,Varies with device,"1,000,000,000+",Free,0,Everyone,Communication,21-Jul-18,Varies with device,Varies with device,1256
Hangouts,COMMUNICATION,4,3419513,Varies with device,"1,000,000,000+",Free,0,Everyone,Communication,21-Jul-18,Varies with device,Varies with device,1257
Top Eleven 2018 - Be a Soccer Manager,SPORTS,3.4,3451011,Varies with device,"50,000,000+",Free,0,Everyone,Sports,26-Jul-18,7.4,4.1 and up,1258
Banana Kong,GAME,3.1,3452530,68M,"100,000,000+",Free,0,Everyone,Action,07-Feb-18,1.9.6.6,4.0.3 and up,1259
UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,3.3,3648120,3.3M,"100,000,000+",Free,0,Teen,Communication,18-Jul-18,11.4.0,4.0 and up,1260
UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,3.3,3648480,3.3M,"100,000,000+",Free,0,Teen,Communication,18-Jul-18,11.4.0,4.0 and up,1261
UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,3.1,3648765,3.3M,"100,000,000+",Free,0,Teen,Communication,18-Jul-18,11.4.0,4.0 and up,1262
PUBG MOBILE,GAME,3.8,3697174,36M,"50,000,000+",Free,0,Teen,Action,24-Jul-18,0.7.0,4.3 and up,1263
PUBG MOBILE,GAME,3.3,3714270,36M,"50,000,000+",Free,0,Teen,Action,24-Jul-18,0.7.0,4.3 and up,1264
PUBG MOBILE,GAME,3.6,3715656,36M,"50,000,000+",Free,0,Teen,Action,24-Jul-18,0.7.0,4.3 and up,1265
PUBG MOBILE,GAME,3.3,3716278,36M,"50,000,000+",Free,0,Teen,Action,24-Jul-18,0.7.0,4.3 and up,1266
Sonic Dash,GAME,4,3777822,75M,"100,000,000+",Free,0,Everyone,Arcade,26-Jul-18,3.8.5.Go,4.1 and up,1267
Sonic Dash,GAME,3.4,3778921,75M,"100,000,000+",Free,0,Everyone,Arcade,26-Jul-18,3.8.5.Go,4.1 and up,1268
Badoo - Free Chat & Dating App,SOCIAL,4.3,3781467,Varies with device,"100,000,000+",Free,0,Mature,Social,02-Aug-18,Varies with device,Varies with device,1269
Badoo - Free Chat & Dating App,SOCIAL,4.3,3781770,Varies with device,"100,000,000+",Free,0,Mature,Social,02-Aug-18,Varies with device,Varies with device,1270
Badoo - Free Chat & Dating App,SOCIAL,4.3,3781770,Varies with device,"100,000,000+",Free,0,Mature,Social,02-Aug-18,Varies with device,Varies with device,1271
Badoo - Free Chat & Dating App,SOCIAL,4.3,3781770,Varies with device,"100,000,000+",Free,0,Mature,Social,02-Aug-18,Varies with device,Varies with device,1272
Tango - Live Video Broadcast,SOCIAL,4.3,3806669,Varies with device,"100,000,000+",Free,0,Mature,Social,01-Aug-18,Varies with device,Varies with device,1273
Tango - Live Video Broadcast,SOCIAL,4.3,3806669,Varies with device,"100,000,000+",Free,0,Mature,Social,01-Aug-18,Varies with device,Varies with device,1274
Agar.io,GAME,4.2,3815614,32M,"100,000,000+",Free,0,Everyone,Action,23-Jul-18,2.2.8,4.0.3 and up,1275
Agar.io,GAME,4.2,3816799,32M,"100,000,000+",Free,0,Everyone,Action,23-Jul-18,2.2.8,4.0.3 and up,1276
Angry Birds Go!,GAME,4.2,3846378,82M,"50,000,000+",Free,0,Everyone,Racing,30-May-18,2.8.2,4.1 and up,1277
Mercado Libre: Find your favorite brands,SHOPPING,4.7,3860225,Varies with device,"50,000,000+",Free,0,Everyone,Shopping,03-Aug-18,Varies with device,Varies with device,1278
Angry Birds 2,FAMILY,4.6,3881752,57M,"100,000,000+",Free,0,Everyone,Casual,26-Jul-18,2.21.1,4.1 and up,1279
Angry Birds 2,GAME,4.6,3883589,57M,"100,000,000+",Free,0,Everyone,Casual,26-Jul-18,2.21.1,4.1 and up,1280
FIFA Soccer,SPORTS,4.2,3909032,51M,"100,000,000+",Free,0,Everyone,Sports,31-Jul-18,10.5.00,4.1 and up,1281
DEER HUNTER CLASSIC,GAME,3.8,3941129,77M,"50,000,000+",Free,0,Teen,Action,16-Jul-18,3.12.0,3.0 and up,1282
Temple Run,GAME,4.3,4000433,42M,"100,000,000+",Free,0,Everyone,Arcade,02-Aug-18,1.9.1,4.0 and up,1283
"VideoShow-Video Editor, Video Maker, Beauty Camera",VIDEO_PLAYERS,4.6,4016834,Varies with device,"100,000,000+",Free,0,Everyone,Video Players & Editors,23-Jul-18,Varies with device,Varies with device,1284
Plants vs. Zombies FREE,FAMILY,3.3,4064868,69M,"100,000,000+",Free,0,Ten_Plus,Strategy,06-Jul-18,2.2.00,4.1 and up,1285
Plants vs. Zombies FREE,GAME,3.3,4066980,69M,"100,000,000+",Free,0,Ten_Plus,Strategy,06-Jul-18,2.2.00,4.1 and up,1286
Plants vs. Zombies FREE,GAME,3.4,4066989,69M,"100,000,000+",Free,0,Ten_Plus,Strategy,06-Jul-18,2.2.00,4.1 and up,1287
Plants vs. Zombies FREE,GAME,3.8,4067651,69M,"100,000,000+",Free,0,Ten_Plus,Strategy,06-Jul-18,2.2.00,4.1 and up,1288
Plants vs. Zombies FREE,GAME,3.9,4067651,69M,"100,000,000+",Free,0,Ten_Plus,Strategy,06-Jul-18,2.2.00,4.1 and up,1289
Gardenscapes,GAME,4.6,4128732,Varies with device,"50,000,000+",Free,0,Everyone,Casual,13-Jul-18,2.6.2,4.0.3 and up,1290
Gardenscapes,GAME,4.6,4129665,Varies with device,"50,000,000+",Free,0,Everyone,Casual,13-Jul-18,2.6.2,4.0.3 and up,1291
Smash Hit,GAME,3.4,4147718,79M,"100,000,000+",Free,0,Everyone,Arcade,26-Nov-15,1.4.0,2.3 and up,1292
Yahoo Mail – Stay Organized,COMMUNICATION,4.3,4187998,16M,"100,000,000+",Free,0,Everyone,Communication,18-Jul-18,5.29.3,4.4 and up,1293
Yahoo Mail – Stay Organized,COMMUNICATION,4.3,4188142,16M,"100,000,000+",Free,0,Everyone,Communication,18-Jul-18,5.29.3,4.4 and up,1294
Yahoo Mail – Stay Organized,COMMUNICATION,4.3,4188345,16M,"100,000,000+",Free,0,Everyone,Communication,18-Jul-18,5.29.3,4.4 and up,1295
SimCity BuildIt,FAMILY,3.6,4218587,100M,"50,000,000+",Free,0,Ten_Plus,Simulation,19-Jun-18,1.23.3.75024,4.0 and up,1296
Crossy Road,GAME,4,4229977,60M,"100,000,000+",Free,0,Everyone,Action,01-Aug-18,3.1.0,5.0 and up,1297
Crossy Road,GAME,3.2,4230886,60M,"100,000,000+",Free,0,Everyone,Action,01-Aug-18,3.1.0,5.0 and up,1298
Tiny Flashlight + LED,TOOLS,3.4,4254879,Varies with device,"100,000,000+",Free,0,Everyone,Tools,08-Jul-18,Varies with device,Varies with device,1299
Pinterest,SOCIAL,4.6,4300936,Varies with device,"100,000,000+",Free,0,Teen,Social,03-Aug-18,Varies with device,Varies with device,1300
Pinterest,SOCIAL,4.6,4305441,Varies with device,"100,000,000+",Free,0,Teen,Social,03-Aug-18,Varies with device,Varies with device,1301
Pinterest,SOCIAL,4.6,4305441,Varies with device,"100,000,000+",Free,0,Teen,Social,03-Aug-18,Varies with device,Varies with device,1302
ROBLOX,FAMILY,3.4,4443407,67M,"100,000,000+",Free,0,Ten_Plus,Adventure;Action & Adventure,31-Jul-18,2.347.225742,4.1 and up,1303
ROBLOX,GAME,3.3,4447346,67M,"100,000,000+",Free,0,Ten_Plus,Adventure;Action & Adventure,31-Jul-18,2.347.225742,4.1 and up,1304
ROBLOX,GAME,3.8,4447388,67M,"100,000,000+",Free,0,Ten_Plus,Adventure;Action & Adventure,31-Jul-18,2.347.225742,4.1 and up,1305
ROBLOX,GAME,3.6,4448791,67M,"100,000,000+",Free,0,Ten_Plus,Adventure;Action & Adventure,31-Jul-18,2.347.225742,4.1 and up,1306
ROBLOX,GAME,3.5,4449882,67M,"100,000,000+",Free,0,Ten_Plus,Adventure;Action & Adventure,31-Jul-18,2.347.225742,4.1 and up,1307
ROBLOX,GAME,3.1,4449910,67M,"100,000,000+",Free,0,Ten_Plus,Adventure;Action & Adventure,31-Jul-18,2.347.225742,4.1 and up,1308
ROBLOX,FAMILY,3.1,4449910,67M,"100,000,000+",Free,0,Ten_Plus,Adventure;Action & Adventure,31-Jul-18,2.347.225742,4.1 and up,1309
ROBLOX,FAMILY,3.8,4450855,67M,"100,000,000+",Free,0,Ten_Plus,Adventure;Action & Adventure,31-Jul-18,2.347.225742,4.1 and up,1310
ROBLOX,FAMILY,3.9,4450890,67M,"100,000,000+",Free,0,Ten_Plus,Adventure;Action & Adventure,31-Jul-18,2.347.225742,4.1 and up,1311
Township,FAMILY,4.6,4451317,Varies with device,"50,000,000+",Free,0,Everyone,Casual,19-Jul-18,5.9.0,4.0.3 and up,1312
Pixel Gun 3D: Survival shooter & Battle Royale,GAME,3.5,4487182,55M,"50,000,000+",Free,0,Teen,Action,04-Jul-18,15.1.2,4.0.3 and up,1313
Period Tracker - Period Calendar Ovulation Tracker,HEALTH_AND_FITNESS,4.8,4559407,Varies with device,"100,000,000+",Free,0,Everyone,Health & Fitness,01-Aug-18,Varies with device,Varies with device,1314
Castle Clash: Heroes of the Empire US,GAME,4.6,4578476,24M,"50,000,000+",Free,0,Ten_Plus,Strategy,17-Jul-18,1.4.51,4.1 and up,1315
Castle Clash: Heroes of the Empire US,FAMILY,4.6,4578890,24M,"50,000,000+",Free,0,Ten_Plus,Strategy,17-Jul-18,1.4.51,4.1 and up,1316
"GO Keyboard - Cute Emojis, Themes and GIFs",TOOLS,3.6,4594198,Varies with device,"100,000,000+",Free,0,Everyone,Tools,31-Jul-18,Varies with device,Varies with device,1317
Gmail,COMMUNICATION,4.3,4604324,Varies with device,"1,000,000,000+",Free,0,Everyone,Communication,02-Aug-18,Varies with device,Varies with device,1318
Gmail,COMMUNICATION,4.3,4604324,Varies with device,"1,000,000,000+",Free,0,Everyone,Communication,02-Aug-18,Varies with device,Varies with device,1319
Gmail,COMMUNICATION,4.3,4604483,Varies with device,"1,000,000,000+",Free,0,Everyone,Communication,02-Aug-18,Varies with device,Varies with device,1320
Jetpack Joyride,GAME,3.3,4637439,96M,"100,000,000+",Free,0,Ten_Plus,Arcade,19-Jul-18,1.10.12,4.1 and up,1321
Jetpack Joyride,GAME,3.4,4638163,96M,"100,000,000+",Free,0,Ten_Plus,Arcade,19-Jul-18,1.10.12,4.1 and up,1322
imo free video calls and chat,COMMUNICATION,4.3,4785892,11M,"500,000,000+",Free,0,Everyone,Communication,08-Jun-18,9.8.000000010501,4.0 and up,1323
imo free video calls and chat,COMMUNICATION,4.3,4785892,11M,"500,000,000+",Free,0,Everyone,Communication,08-Jun-18,9.8.000000010501,4.0 and up,1324
imo free video calls and chat,COMMUNICATION,4.3,4785988,11M,"500,000,000+",Free,0,Everyone,Communication,08-Jun-18,9.8.000000010501,4.0 and up,1325
imo free video calls and chat,COMMUNICATION,4.3,4785988,11M,"500,000,000+",Free,0,Everyone,Communication,08-Jun-18,9.8.000000010501,4.0 and up,1326
Google+,SOCIAL,4.2,4828372,Varies with device,"1,000,000,000+",Free,0,Teen,Social,26-Jul-18,Varies with device,Varies with device,1327
Gangstar Vegas - mafia game,GAME,3.8,4830407,32M,"50,000,000+",Free,0,Mature,Action,25-May-18,3.7.1a,Varies with device,1328
Google+,SOCIAL,4.2,4831125,Varies with device,"1,000,000,000+",Free,0,Teen,Social,26-Jul-18,Varies with device,Varies with device,1329
Camera360: Selfie Photo Editor with Funny Sticker,PHOTOGRAPHY,4.3,4865093,51M,"100,000,000+",Free,0,Everyone,Photography,06-Aug-18,9.3.1,4.0.3 and up,1330
Camera360: Selfie Photo Editor with Funny Sticker,PHOTOGRAPHY,4.3,4865107,51M,"100,000,000+",Free,0,Everyone,Photography,06-Aug-18,9.3.1,4.0.3 and up,1331
Camera360: Selfie Photo Editor with Funny Sticker,PHOTOGRAPHY,4.3,4865132,51M,"100,000,000+",Free,0,Everyone,Photography,06-Aug-18,9.3.1,4.0.3 and up,1332
Hotstar,ENTERTAINMENT,4.3,4885646,Varies with device,"100,000,000+",Free,0,Teen,Entertainment,03-Aug-18,Varies with device,Varies with device,1333
Zombie Tsunami,GAME,3.9,4918776,Varies with device,"100,000,000+",Free,0,Ten_Plus,Arcade,15-Jun-18,Varies with device,Varies with device,1334
Zombie Tsunami,GAME,3.9,4920817,Varies with device,"100,000,000+",Free,0,Ten_Plus,Arcade,15-Jun-18,Varies with device,Varies with device,1335
Zombie Tsunami,GAME,3.8,4921122,Varies with device,"100,000,000+",Free,0,Ten_Plus,Arcade,15-Jun-18,Varies with device,Varies with device,1336
Zombie Tsunami,GAME,3.6,4921409,Varies with device,"100,000,000+",Free,0,Ten_Plus,Arcade,15-Jun-18,Varies with device,Varies with device,1337
Zombie Tsunami,GAME,3.4,4921451,Varies with device,"100,000,000+",Free,0,Ten_Plus,Arcade,15-Jun-18,Varies with device,Varies with device,1338
Uber,MAPS_AND_NAVIGATION,4.2,4921866,Varies with device,"100,000,000+",Free,0,Everyone,Maps & Navigation,02-Aug-18,Varies with device,Varies with device,1339
Uber,MAPS_AND_NAVIGATION,4.2,4928420,Varies with device,"100,000,000+",Free,0,Everyone,Maps & Navigation,06-Aug-18,Varies with device,Varies with device,1340
AppLock,TOOLS,3.5,4931562,Varies with device,"100,000,000+",Free,0,Everyone,Tools,11-Jun-18,Varies with device,Varies with device,1341
Applock,TOOLS,3.4,4934130,Varies with device,"100,000,000+",Free,0,Everyone,Tools,11-Jun-18,Varies with device,Varies with device,1342
Dr. Driving,GAME,3.2,4972230,9.9M,"100,000,000+",Free,0,Everyone,Racing,02-Mar-18,1.52,4.0.3 and up,1343
Fruit Ninja®,GAME,4.3,5091448,41M,"100,000,000+",Free,0,Everyone,Arcade,12-Jul-18,2.6.7.487220,4.1 and up,1344
Opera Mini - fast web browser,COMMUNICATION,3.2,5149854,Varies with device,"100,000,000+",Free,0,Everyone,Communication,19-Jul-18,Varies with device,Varies with device,1345
Opera Mini - fast web browser,COMMUNICATION,3.6,5150471,Varies with device,"100,000,000+",Free,0,Everyone,Communication,19-Jul-18,Varies with device,Varies with device,1346
Opera Mini - fast web browser,COMMUNICATION,3.5,5150801,Varies with device,"100,000,000+",Free,0,Everyone,Communication,19-Jul-18,Varies with device,Varies with device,1347
Avast Mobile Security 2018 - Antivirus & App Lock,TOOLS,3.3,5180480,26M,"100,000,000+",Free,0,Everyone,Tools,01-Aug-18,6.11.4,4.1 and up,1348
slither.io,GAME,3.9,5231553,Varies with device,"100,000,000+",Free,0,Everyone,Action,14-Nov-17,Varies with device,2.3 and up,1349
slither.io,GAME,3.1,5234162,Varies with device,"100,000,000+",Free,0,Everyone,Action,14-Nov-17,Varies with device,2.3 and up,1350
slither.io,GAME,3.8,5234810,Varies with device,"100,000,000+",Free,0,Everyone,Action,14-Nov-17,Varies with device,2.3 and up,1351
slither.io,GAME,3,5234825,Varies with device,"100,000,000+",Free,0,Everyone,Action,14-Nov-17,Varies with device,2.3 and up,1352
slither.io,GAME,3.8,5235294,Varies with device,"100,000,000+",Free,0,Everyone,Action,14-Nov-17,Varies with device,2.3 and up,1353
slither.io,GAME,4,5235294,Varies with device,"100,000,000+",Free,0,Everyone,Action,14-Nov-17,Varies with device,2.3 and up,1354
B612 - Beauty & Filter Camera,PHOTOGRAPHY,3.3,5276983,Varies with device,"100,000,000+",Free,0,Everyone,Photography,30-Jul-18,7.6.5,4.3 and up,1355
B612 - Beauty & Filter Camera,PHOTOGRAPHY,3.6,5282558,Varies with device,"100,000,000+",Free,0,Everyone,Photography,30-Jul-18,7.6.5,4.3 and up,1356
B612 - Beauty & Filter Camera,PHOTOGRAPHY,3.8,5282578,Varies with device,"100,000,000+",Free,0,Everyone,Photography,30-Jul-18,7.6.5,4.3 and up,1357
ES File Explorer File Manager,PRODUCTIVITY,4.6,5378795,16M,"100,000,000+",Free,0,Everyone,Productivity,03-Aug-18,4.1.8.2.2,4.0 and up,1358
ES File Explorer File Manager,PRODUCTIVITY,4.6,5383971,16M,"100,000,000+",Free,0,Everyone,Productivity,03-Aug-18,4.1.8.2.2,4.0 and up,1359
ES File Explorer File Manager,PRODUCTIVITY,4.6,5383985,16M,"100,000,000+",Free,0,Everyone,Productivity,03-Aug-18,4.1.8.2.2,4.0 and up,1360
WeChat,COMMUNICATION,4.2,5387333,Varies with device,"100,000,000+",Free,0,Everyone,Communication,31-Jul-18,Varies with device,Varies with device,1361
WeChat,COMMUNICATION,4.2,5387446,Varies with device,"100,000,000+",Free,0,Everyone,Communication,31-Jul-18,Varies with device,Varies with device,1362
WeChat,COMMUNICATION,4.2,5387446,Varies with device,"100,000,000+",Free,0,Everyone,Communication,31-Jul-18,Varies with device,Varies with device,1363
WeChat,COMMUNICATION,4.2,5387631,Varies with device,"100,000,000+",Free,0,Everyone,Communication,31-Jul-18,Varies with device,Varies with device,1364
Traffic Racer,GAME,3.4,5387639,53M,"100,000,000+",Free,0,Everyone,Racing,27-Feb-18,2.5,4.1 and up,1365
Traffic Racer,GAME,3.2,5387781,53M,"100,000,000+",Free,0,Everyone,Racing,27-Feb-18,2.5,4.1 and up,1366
Score! Hero,GAME,4.6,5418675,96M,"100,000,000+",Free,0,Everyone,Sports,13-Jun-18,1.751,4.4 and up,1367
Score! Hero,GAME,4.6,5419676,96M,"100,000,000+",Free,0,Everyone,Sports,13-Jun-18,1.751,4.4 and up,1368
Score! Hero,GAME,4.6,5419676,96M,"100,000,000+",Free,0,Everyone,Sports,13-Jun-18,1.751,4.4 and up,1369
Netflix,FAMILY,3.9,5453997,Varies with device,"100,000,000+",Free,0,Teen,Entertainment,31-Jul-18,Varies with device,Varies with device,1370
Netflix,ENTERTAINMENT,3.8,5456208,Varies with device,"100,000,000+",Free,0,Teen,Entertainment,31-Jul-18,Varies with device,Varies with device,1371
Netflix,ENTERTAINMENT,3.6,5456208,Varies with device,"100,000,000+",Free,0,Teen,Entertainment,31-Jul-18,Varies with device,Varies with device,1372
Netflix,ENTERTAINMENT,3.4,5456599,Varies with device,"100,000,000+",Free,0,Teen,Entertainment,31-Jul-18,Varies with device,Varies with device,1373
Netflix,ENTERTAINMENT,3,5456708,Varies with device,"100,000,000+",Free,0,Teen,Entertainment,31-Jul-18,Varies with device,Varies with device,1374
Garena Free Fire,GAME,3.5,5465624,53M,"100,000,000+",Free,0,Teen,Action,03-Aug-18,1.21.0,4.0.3 and up,1375
Garena Free Fire,GAME,3.2,5476569,53M,"100,000,000+",Free,0,Teen,Action,03-Aug-18,1.21.0,4.0.3 and up,1376
Garena Free Fire,GAME,3.8,5476569,53M,"100,000,000+",Free,0,Teen,Action,03-Aug-18,1.21.0,4.0.3 and up,1377
Garena Free Fire,GAME,4,5534114,53M,"100,000,000+",Free,0,Teen,Action,03-Aug-18,1.21.0,4.0.3 and up,1378
Angry Birds Classic,GAME,3.9,5565856,97M,"100,000,000+",Free,0,Everyone,Arcade,24-May-18,7.9.3,4.1 and up,1379
Angry Birds Classic,GAME,3.7,5566669,97M,"100,000,000+",Free,0,Everyone,Arcade,24-May-18,7.9.3,4.1 and up,1380
Angry Birds Classic,GAME,3.7,5566805,97M,"100,000,000+",Free,0,Everyone,Arcade,24-May-18,7.9.3,4.1 and up,1381
Angry Birds Classic,GAME,4,5566889,97M,"100,000,000+",Free,0,Everyone,Arcade,24-May-18,7.9.3,4.1 and up,1382
Angry Birds Classic,GAME,3.7,5566908,97M,"100,000,000+",Free,0,Everyone,Arcade,24-May-18,7.9.3,4.1 and up,1383
Boom Beach,FAMILY,3.8,5591653,95M,"50,000,000+",Free,0,Ten_Plus,Strategy,18-Jul-18,35.119,4.0.3 and up,1384
Tik Tok - including musical.ly,SOCIAL,3.5,5637451,59M,"100,000,000+",Free,0,Teen,Social,03-Aug-18,8.0.0,4.1 and up,1385
Google Translate,TOOLS,3.3,5741684,Varies with device,"500,000,000+",Free,0,Everyone,Tools,04-Aug-18,Varies with device,Varies with device,1386
Google Translate,TOOLS,3.1,5745093,Varies with device,"500,000,000+",Free,0,Everyone,Tools,04-Aug-18,Varies with device,Varies with device,1387
"APUS Launcher - Theme, Wallpaper, Hide Apps",PERSONALIZATION,3.6,5783441,14M,"100,000,000+",Free,0,Everyone,Personalization,06-Aug-18,3.9.7,4.0.3 and up,1388
VK,SOCIAL,3.8,5793284,Varies with device,"100,000,000+",Free,0,Mature,Social,03-Aug-18,Varies with device,Varies with device,1389
"AliExpress - Smarter Shopping, Better Living",SHOPPING,4.6,5911055,Varies with device,"100,000,000+",Free,0,Teen,Shopping,01-Aug-18,Varies with device,Varies with device,1390
"AliExpress - Smarter Shopping, Better Living",SHOPPING,4.6,5916569,Varies with device,"100,000,000+",Free,0,Teen,Shopping,06-Aug-18,Varies with device,Varies with device,1391
"AliExpress - Smarter Shopping, Better Living",SHOPPING,4.6,5916606,Varies with device,"100,000,000+",Free,0,Teen,Shopping,06-Aug-18,Varies with device,Varies with device,1392
